distrito;bairro;unidade;classe;apresentacao;tipo_produto;codigo_produto;produto;cadum;data_carga;quantidade
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;ANTIALÉRGICO (ANTI-HISTAMÍNICO;FRASCO;MEDICAMENTOS;10095;DEXCLORFENIRAMINA 2MG/5ML SOLUCAO ORAL - 100ML;30097;2024-10-10;48,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;ANTIALÉRGICO (ANTI-HISTAMÍNICO;FRASCO;MEDICAMENTOS;10832;LORATADINA 1MG/ML SOLUCAO ORAL - 100ML;39588;2024-10-10;28,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;ANTIANÊMICO;COMPR;MEDICAMENTOS;10006;ACIDO FOLICO 5MG;30065;2024-10-10;1570,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;ANTIANÊMICO;COMPR;MEDICAMENTOS;10290;SULFATO FERROSO 40MG;30158;2024-10-10;1070,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;ANTIANÊMICO;FRASCO;MEDICAMENTOS;10289;SULFATO FERROSO 25MG/ML SOLUCAO ORAL - 30ML;30159;2024-10-10;42,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;ANTIARRÍTMICO;COMPR;MEDICAMENTOS;10016;AMIODARONA 200MG;30070;2024-10-10;314,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;ANTIARRÍTMICO;COMPR;MEDICAMENTOS;10305;VERAPAMIL 80MG;30164;2024-10-10;0,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;ANTIASMÁTICO (CORTICOSTERÓIDE);FRASCO;MEDICAMENTOS;10072;BECLOMETASONA 200MCG/DOSE, AEROSSOL ORAL SPRAY - 200 DOSES;43022;2024-10-10;8,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;ANTIASMÁTICO (CORTICOSTERÓIDE);FRASCO;MEDICAMENTOS;10332;BECLOMETASONA 50MCG/DOSE AEROSSOL NASAL AQUOSO SPRAY - 200 DOSES;31782;2024-10-10;0,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;ANTIASMÁTICO (CORTICOSTERÓIDE);FRASCO;MEDICAMENTOS;10605;BUDESONIDA 32MCG/DOSE SOLUCAO NASAL - 120 DOSES;30082;2024-10-10;7,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;ANTIASMÁTICO (CORTICOSTERÓIDE);FRASCO;MEDICAMENTOS;10606;BUDESONIDA 64MCG/DOSE SOLUCAO NASAL - 120 DOSES;30013;2024-10-10;73,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;ANTIBIÓTICO;FRASCO;MEDICAMENTOS;30307;HIDROCORTISONA 10MG/ML + POLIMIXINA B 10.000UI/ML + NEOMICINA 5MG/ML SUSPENSAO OTOLOGICA - 10ML;30205;2024-10-10;0,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;ANTIBIÓTICO      (CEFALOSPORINA 1ªG);COMPR;MEDICAMENTOS;10049;CEFALEXINA 500MG;30090;2024-10-10;616,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;ANTIBIÓTICO      (CEFALOSPORINA 1ªG);FRASCO;MEDICAMENTOS;10048;CEFALEXINA 250MG/5ML PO PARA SUSPENSAO ORAL - 100ML;30089;2024-10-10;76,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;ANTIBIÓTICO (MACROLÍDEO);COMPR;MEDICAMENTOS;10370;AZITROMICINA 500MG;30078;2024-10-10;353,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;ANTIBIÓTICO (MACROLÍDEO);COMPR;MEDICAMENTOS;10544;CLARITROMICINA 500MG;30325;2024-10-10;90,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;ANTIBIÓTICO (MACROLÍDEO);FRASCO;MEDICAMENTOS;10516;AZITROMICINA 200MG/5ML (600MG), PO PARA SUSPENSAO ORAL - 15ML;30077;2024-10-10;10,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;ANTIBIÓTICO (NITROFURANO);CAPSULA;MEDICAMENTOS;10513;NITROFURANTOINA 100MG;33726;2024-10-10;23,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;ANTIBIÓTICO (PENICILINA);CAPSULA;MEDICAMENTOS;10018;AMOXICILINA 500MG;30072;2024-10-10;1507,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;ANTIBIÓTICO (PENICILINA);FR/AMP;MEDICAMENTOS;10248;PENICILINA G-BENZATINA 1.200.000UI PO PARA SUSPENSAO INJETAVEL;30448;2024-10-10;41,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;ANTIBIÓTICO (PENICILINA);FR/AMP;MEDICAMENTOS;10249;PENICILINA G-BENZATINA 600.000 UI PO PARA SUSPENSAO INJETAVEL;30446;2024-10-10;0,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;ANTIBIÓTICO (PENICILINA);FRASCO;MEDICAMENTOS;10019;AMOXICILINA 250MG/5ML PO PARA SUSPENSAO ORAL - 60ML;30074;2024-10-10;62,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;ANTIBIÓTICO (PENICILINA DE AMPLO ESPECTRO E BETALACTÂMICO);COMPR;MEDICAMENTOS;10670;AMOXICILINA 500MG + CLAVULONATO DE POTASSIO 125MG;30073;2024-10-10;35,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;ANTIBIÓTICO (PENICILINA DE AMPLO ESPECTRO E BETALACTÂMICO);FRASCO;MEDICAMENTOS;10671;AMOXICILINA 50MG/ML + CLAVULONATO DE POTASSIO 12,5MG/ML - 75 OU 100ML;30075;2024-10-10;29,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;ANTIBIÓTICO      (QUINOLONA);COMPR;MEDICAMENTOS;10068;CIPROFLOXACINO 500MG;30053;2024-10-10;1440,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;ANTIBIÓTICO      (QUINOLONA);FRASCO;MEDICAMENTOS;10368;CIPROFLOXACINO 3MG/ML SOLUCAO OFTALMICA - 5ML;30051;2024-10-10;19,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;ANTIBIÓTICO      (SULFONAMIDA);COMPR;MEDICAMENTOS;10285;SULFAMETOXAZOL 400MG + TRIMETOPRIMA 80MG;30157;2024-10-10;280,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;ANTIBIÓTICO      (SULFONAMIDA);FRASCO;MEDICAMENTOS;10286;SULFAMETOXAZOL 200MG/5ML + TRIMETOPRIMA 40MG/5ML SUSPENSAO ORAL - 100ML;30156;2024-10-10;2,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;ANTIBIÓTICO (TETRACICLINA);COMPR;MEDICAMENTOS;10427;DOXICICLINA 100MG;30179;2024-10-10;40,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;ANTICOAGULANTE;COMPR;MEDICAMENTOS;10580;VARFARINA 5MG;30163;2024-10-10;1973,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;ANTICOAGULANTE;COMPR;MEDICAMENTOS;10597;CILOSTAZOL 100MG;30169;2024-10-10;1130,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;ANTICOLINÉRGICO (MUSCARÍNICO);AMP;MEDICAMENTOS;10026;ATROPINA SULFATO 0,25MG/ML - 1ML;30003;2024-10-10;5,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;ANTIDIABÉTICO (BIGUANIDAS);COMPR;MEDICAMENTOS;10214;METFORMINA 850MG;30130;2024-10-10;14820,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;ANTIDIABÉTICO (SULFONILURÉIA);COMPR;MEDICAMENTOS;10152;GLIBENCLAMIDA 5MG;30110;2024-10-10;10020,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;ANTIDIABÉTICO (SULFONILURÉIA);COMPR;MEDICAMENTOS;10978;GLICLAZIDA 60MG (LIBERACAO PROLONGADA);34716;2024-10-10;3900,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;ANTIEMÉTICO (ANTAGONISTA DOS REC D2);AMP;MEDICAMENTOS;10219;METOCLOPRAMIDA 5MG/ML SOLUCAO INJETAVEL - 2ML;30285;2024-10-10;3,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;ANTIEMÉTICO (ANTAGONISTA DOS REC D2);FRASCO;MEDICAMENTOS;10220;METOCLOPRAMIDA 4MG/ML SOLUCAO ORAL - 10ML;30228;2024-10-10;22,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;ANTIESPASMÓDICO;AMP;MEDICAMENTOS;10040;ESCOPOLAMINA 20MG/ML SOLUCAO INJETAVEL -1ML;30006;2024-10-10;3,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;ANTIESPASMÓDICO;COMPR;MEDICAMENTOS;10038;ESCOPOLAMINA 10MG;30041;2024-10-10;5150,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;ANTIFÚNGICO;BISN.;MEDICAMENTOS;10373;MICONAZOL 20MG/G CREME VAGINAL + APLICADOR - 80G;30134;2024-10-10;1,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;ANTIFÚNGICO;CAPSULA;MEDICAMENTOS;10433;FLUCONAZOL 150MG;13548;2024-10-10;419,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;ANTIFÚNGICO;FRASCO;MEDICAMENTOS;10237;NISTATINA 100.000UI/ML SOLUCAO ORAL - 50ML;30135;2024-10-10;0,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;ANTIFÚNGICO;FRASCO;MEDICAMENTOS;10488;CETOCONAZOL 2% SHAMPOO - 100ML;23925;2024-10-10;126,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;ANTI-HIPERTENSIVO (AGONISTA ALFA-2);COMPR;MEDICAMENTOS;10664;METILDOPA 250MG;39664;2024-10-10;300,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;ANTI-HIPERTENSIVO (ALFA E BETA BLOQUEADOR);COMPR;MEDICAMENTOS;10584;CARVEDILOL 12,5MG;30088;2024-10-10;390,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;ANTI-HIPERTENSIVO (ANTAGONISTA DOS RECEPTORES DE ANGIOTENSINA II);COMPR;MEDICAMENTOS;10684;LOSARTANA 50MG;30128;2024-10-10;12765,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;ANTI-HIPERTENSIVO (BETA BLOQUEADOR);COMPR;MEDICAMENTOS;10267;PROPRANOLOL 40MG;30149;2024-10-10;22920,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;ANTI-HIPERTENSIVO (BETA BLOQUEADOR);COMPR;MEDICAMENTOS;10968;ATENOLOL 50MG;32363;2024-10-10;12225,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;ANTI-HIPERTENSIVO (BLOQUEADOR DOS CANAIS DE CÁLCIO);COMPR;MEDICAMENTOS;10969;ANLODIPINO 5MG;34710;2024-10-10;11385,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;ANTI-HIPERTENSIVO (IECA);COMPR;MEDICAMENTOS;10045;CAPTOPRIL 25MG;30083;2024-10-10;80,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;ANTI-HIPERTENSIVO (IECA);COMPR;MEDICAMENTOS;10474;ENALAPRIL 10MG;30129;2024-10-10;10256,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;ANTIINFECCIOSO TÓPICO;BISN.;MEDICAMENTOS;10233;NEOMICINA 5MG/G + BACITRACINA 250UI/G CREME TOPICO - 10G;30233;2024-10-10;411,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;ANTIINFECCIOSO TÓPICO;BISN.;MEDICAMENTOS;10825;SULFADIAZINA DE PRATA 1% CREME DERMATOLOGICO - 30G.;41413;2024-10-10;14,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;ANTI-INFLAMATÓRIO (ESTERÓIDE);BISN.;MEDICAMENTOS;10089;DEXAMETASONA 0,1% CREME DERMATOLOGICO - 10G;30095;2024-10-10;423,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;ANTI-INFLAMATÓRIO (ESTERÓIDE);COMPR;MEDICAMENTOS;10261;PREDNISONA 20MG;30144;2024-10-10;643,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;ANTI-INFLAMATÓRIO (ESTERÓIDE);COMPR;MEDICAMENTOS;10262;PREDNISONA 5MG;30145;2024-10-10;356,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;ANTI-INFLAMATÓRIO (ESTERÓIDE);FR/AMP;MEDICAMENTOS;10093;DEXAMETASONA 4MG/ML SOLUCAO INJETAVEL - 2,5ML;30170;2024-10-10;1,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;ANTI-INFLAMATÓRIO (ESTERÓIDE);FR/AMP;MEDICAMENTOS;10171;HIDROCORTISONA 100MG PO PARA SOLUCAO INJETAVEL;30272;2024-10-10;5,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;ANTI-INFLAMATÓRIO (ESTERÓIDE);FR/AMP;MEDICAMENTOS;10172;HIDROCORTISONA 500MG PO PARA SOLUCAO INJETAVEL;30273;2024-10-10;0,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;ANTI-INFLAMATÓRIO (ESTERÓIDE);FRASCO;MEDICAMENTOS;10260;PREDNISOLONA 3MG/ML SOLUCAO ORAL - 100ML;30143;2024-10-10;29,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;ANTIPARASITÁRIO;COMPR;MEDICAMENTOS;10448;ALBENDAZOL 400MG;30067;2024-10-10;28,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;ANTIPARASITÁRIO;FRASCO;MEDICAMENTOS;10965;ALBENDAZOL 40MG/ML SUSPENSAO ORAL - 10ML;34708;2024-10-10;82,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;ANTIPARASITÁRIO/ ANTIBIÓTICO;BISN.;MEDICAMENTOS;10437;METRONIDAZOL 10% GEL VAGINAL + APLICADOR - 50G;30131;2024-10-10;260,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;ANTIPARASITÁRIO/ ANTIBIÓTICO;COMPR;MEDICAMENTOS;10224;METRONIDAZOL 250MG;34721;2024-10-10;1023,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;ANTIPARASITÁRIO/ ANTIBIÓTICO;FRASCO;MEDICAMENTOS;10221;METRONIDAZOL 4% SOLUCAO ORAL -100ML;30132;2024-10-10;0,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;ANTIPARKINSONIANO;COMPR;MEDICAMENTOS;10705;LEVODOPA 200MG+ BENSERAZIDA 50MG;28570;2024-10-10;0,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;ANTIULCEROSO (INIBIDOR DE BOMBA);CAPSULA;MEDICAMENTOS;10545;OMEPRAZOL 20MG;30137;2024-10-10;3426,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;ANTIVERTIGINOSO;COMPR;MEDICAMENTOS;10712;BETAISTINA 24MG;29860;2024-10-10;950,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;BRONCODILATADOR;COMPR;MEDICAMENTOS;10013;AMINOFILINA 100MG;30034;2024-10-10;240,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;BRONCODILATADOR;FRASCO;MEDICAMENTOS;10037;IPRATROPIO 0,25MG/ML SOLUCAO INALATORIA - 20ML;30081;2024-10-10;5,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;BRONCODILATADOR;FRASCO;MEDICAMENTOS;10138;FENOTEROL 5MG/ML SOLUCAO INALATORIA - 20ML;23091;2024-10-10;0,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;BRONCODILATADOR;FRASCO;MEDICAMENTOS;10275;SALBUTAMOL 0,4MG/ML XAROPE - 100ML;30826;2024-10-10;0,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;BRONCODILATADOR;FRASCO;MEDICAMENTOS;10595;SALBUTAMOL 100MCG/DOSE AEROSSOL SPRAY 200 DOSES;30152;2024-10-10;15,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;CARDIOTÔNICO;COMPR;MEDICAMENTOS;10105;DIGOXINA 0,25MG;30098;2024-10-10;15,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;CLÍNICO;LITRO;MEDICAMENTOS;20165;PEROXIDO DE HIDROGENIO 10 VOLUMES;13164;2024-10-10;0,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;CLÍNICO;LITRO;MEDICAMENTOS;20168;*IODO 10% DEGERMANTE (POLIVINILPIRROLIDONA);42019;2024-10-10;0,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;CLÍNICO;LITRO;MEDICAMENTOS;20169;*IODO 10% TOPICO (POLIVINILPIRROLIDONA);42020;2024-10-10;0,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;CUIDADOS ESPECÍFICOS (ANTIFISÉRICO INTESTINAL);FRASCO;MEDICAMENTOS;10107;SIMETICONA 75MG /ML EMULSAO ORAL - 10ML;30174;2024-10-10;92,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;CUIDADOS ESPECÍFICOS (ANTISSÉPTICO);COMPR;MEDICAMENTOS;10250;PERMANGANATO DE POTASSIO 100MG;30140;2024-10-10;56,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;CUIDADOS ESPECÍFICOS (ANTISSÉPTICO);UNIDADE;MEDICAMENTOS;20968;CLOREXIDINA SOLUCAO DEGERMANTE 2% - 1L;41976;2024-10-10;1,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;CUIDADOS ESPECÍFICOS (ASSEPSIA);BISN.;MEDICAMENTOS;10709;CLORETO DE SODIO 0,9% SOLUCAO - 500 ML (USO EXTERNO);44510;2024-10-10;0,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;CUIDADOS ESPECÍFICOS (EMOLIENTE);FRASCO;MEDICAMENTOS;10001;ACIDO CAPRILICO, ACIDO CAPROICO, ACIDO LAURICO, LECITINA DE SOJA, VIT. A E E (LOCAO) 200ML;30032;2024-10-10;1,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;CUIDADOS ESPECÍFICOS (LIMPEZA DE LESÕES);BISN.;MEDICAMENTOS;10351;COLAGENASE 0,06 UI/G + CLORANFENICOL 0,01G/G POMADA DERMATOLOGICA - 30G;30166;2024-10-10;154,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;DESCONGESTIONANTE;FRASCO;MEDICAMENTOS;10074;CLORETO DE SODIO 0,9% SOLUCAO NASAL - 50 ML;40067;2024-10-10;51,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;DILUENTE;AMP;MEDICAMENTOS;10009;AGUA PARA INJETAVEIS - 10ML;29996;2024-10-10;45,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;DILUENTE;BISN.;MEDICAMENTOS;10010;AGUA PARA INJETAVEIS - 500ML;29997;2024-10-10;0,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;DIURÉTICO (DE ALÇA);AMP;MEDICAMENTOS;10146;FUROSEMIDA 10MG/ML SOLUCAO INJETAVEL - 2ML;30191;2024-10-10;6,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;DIURÉTICO (DE ALÇA);COMPR;MEDICAMENTOS;10147;FUROSEMIDA 40MG;30109;2024-10-10;2310,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;DIURÉTICO (POUPADOR DE POTÁSSIO);COMPR;MEDICAMENTOS;10123;ESPIRONOLACTONA 25MG;30180;2024-10-10;2400,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;DIURÉTICO (TIAZÍDICO);COMPR;MEDICAMENTOS;10424;HIDROCLOROTIAZIDA 25MG;30444;2024-10-10;6215,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;ECTOPARASITICIDA;FRASCO;MEDICAMENTOS;10677;PERMETRINA 1% LOCAO TOPICA - 60ML;50083;2024-10-10;133,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;ECTOPARASITICIDA;FRASCO;MEDICAMENTOS;10678;PERMETRINA 5% LOCAO TOPICA - 60ML;30142;2024-10-10;17,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;ESTATINA;COMPR;MEDICAMENTOS;10578;SINVASTATINA 40MG;30153;2024-10-10;29728,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;ESTIMULANTE CARDÍACO/ BRONCODILATADOR/ VASOPRESSOR;AMP;MEDICAMENTOS;10079;EPINEFRINA 1MG/ML SOLUCAO INJETAVEL - 1ML (ADRENALINA);30204;2024-10-10;5,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;EXPECTORANTE (FITOTERÁPICO);FRASCO;MEDICAMENTOS;70003;GUACO (MIKANIA GLOMERATA) 30 A 120MG/ML XAROPE - 100 A 150ML;42002;2024-10-10;2,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;INIBIDOR DA PROLACTINA;COMPR;MEDICAMENTOS;10659;CABERGOLINA 0,5MG;30027;2024-10-10;0,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;LAXANTE;COMPR;MEDICAMENTOS;10399;BISACODIL 5MG;32647;2024-10-10;0,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;LAXANTE;FRASCO;MEDICAMENTOS;10241;OLEO MINERAL PURO SOLUCAO ORAL - 100ML;30238;2024-10-10;13,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;LUBRIFICANTE;TUBO;MEDICAMENTOS;10323;VASELINA POMADA TOPICA - 30G;30295;2024-10-10;4,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;LUBRIFICANTE OCULAR;FRASCO;MEDICAMENTOS;10371;HIPROMELOSE 0,3% + DEXTRANA 0,1% SOLUCAO OFTALMICA - 15ML;30118;2024-10-10;8,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;NEUROLÉPTICO;AMP;MEDICAMENTOS;10514;HALOPERIDOL 5MG/ML SOLUCAO INJETAVEL -1ML;30266;2024-10-10;2,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;NUCLEOSÍDEOS;BISN.;MEDICAMENTOS;10462;ACICLOVIR CREME TOPICO 50MG/G - 10G;30028;2024-10-10;0,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;NUCLEOSÍDEOS;BISN.;MEDICAMENTOS;10611;ACICLOVIR 30MG/G POMADA OFTALMICA 4,5G;30030;2024-10-10;0,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;NUCLEOSÍDEOS;COMPR;MEDICAMENTOS;10890;ACICLOVIR 200MG;26451;2024-10-10;895,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;PROTETOR DE MUCOSA GÁSTRICA;CAPSULA;MEDICAMENTOS;70002;ESPINHEIRA SANTA (MAYTENUS OFFICINALIS) 380 A 500MG;42000;2024-10-10;0,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;REIDRATANTE;BISN.;MEDICAMENTOS;10279;RINGER COM LACTATO DE SODIO SOLUCAO INJETAVEL - 500ML;30314;2024-10-10;2,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;REIDRATANTE;ENVELOPE;MEDICAMENTOS;10274;SAIS PARA REIDRATACAO ORAL PO - 27,9G;30151;2024-10-10;120,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;REPOSITOR HIROELETROLÍTICO;AMP;MEDICAMENTOS;10158;GLICOSE 50% SOLUCAO INJETAVEL - 10ML;30197;2024-10-10;7,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;REPOSITOR HIROELETROLÍTICO;AMP;MEDICAMENTOS;10974;CLORETO DE SODIO 0,9% SOLUCAO INJETAVEL - 10ML;34711;2024-10-10;0,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;REPOSITOR HIROELETROLÍTICO;BISN.;MEDICAMENTOS;10075;CLORETO DE SODIO 0,9% SOLUCAO INJETAVEL - 500ML (SISTEMA FECHADO);30057;2024-10-10;0,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;REPOSITOR HIROELETROLÍTICO;BISN.;MEDICAMENTOS;10582;GLICOSE 5% + CLORETO DE SODIO 0,9% SOLUCAO INJETAVEL - 500ML;23722;2024-10-10;0,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;REPOSITOR HORMONAL;BISN.;MEDICAMENTOS;10656;ESTRIOL 1% CREME VAGINAL + APLICADOR - 50G;30103;2024-10-10;33,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;REPOSITOR HORMONAL;COMPR;MEDICAMENTOS;10397;LEVOTIROXINA 100 MCG;30125;2024-10-10;0,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;REPOSITOR HORMONAL;COMPR;MEDICAMENTOS;10398;LEVOTIROXINA 50 MCG;30126;2024-10-10;0,0
6;BRASILIA TEIMOSA;Us 342 Usf Djalma Holanda Cavalcante;REPOSITOR HORMONAL;COMPR;MEDICAMENTOS;10767;LEVOTIROXINA 25MCG;49915;2024-10-10;4580,0
